|3322|pseudo-sld|custom|
|exposed|generic|Binky Moon, LLC|
|express|generic|Binky Moon, LLC|
|extraspace|brand|Extra Space Storage LLC|
|extraspace|brand|Extra Space Storage|
|fage|brand|Fage International S.A.|
|fage|brand|Fage|
|fail|generic|Binky Moon, LLC|
|fairwinds|brand|FairWinds Partners, LLC|
|fairwinds|brand|FairWinds Partners|
|faith|generic|dot Faith Limited|
|family|generic|Dog Beach, LLC|
|fans|generic|ZDNS International Limited|
|fan|generic|Dog Beach, LLC|
|farmers|brand|Farmers Insurance Exchange|
|farm|generic|Binky Moon, LLC|
|fashion|generic|Registry Services, LLC|
|fast|generic|Amazon Registry Services, Inc.|
|fedex|brand|FedEx|
|fedex|brand|Federal Express Corporation|
|feedback|generic|Top Level Spectrum, Inc.|
|ferrari|brand|Fiat Chrysler Automobiles N.V.|
|ferrari|brand|Stellantis (Ferrari)|
|ferrero|brand|Ferrero Trading Lux S.A.|
|ferrero|brand|Ferrero|
|fiat|brand|Not assigned|
|fiat|brand|Stellantis (Fiat)|
|fidelity|brand|Fidelity Brokerage Services LLC|
|fidelity|brand|Fidelity Investments|
|fido|generic|Rogers Communications Canada Inc.|
|film|generic|Motion Picture Domain Registry Pty Ltd|
|final|generic|Núcleo de Informação e Coordenação do Ponto BR - NIC.br|
|finance|generic|Binky Moon, LLC|
|financial|generic|Binky Moon, LLC|
|firestone|brand|Bridgestone Licensing Services, Inc.|
|firestone|brand|Bridgestone|
|fire|generic|Amazon Registry Services, Inc.|
|firmdale|brand|Firmdale Holdings Limited|
|firmdale|brand|Firmdale Holdings|
|firm|pseudo-sld|custom|
|fishing|generic|Registry Services, LLC|
|fish|generic|Binky Moon, LLC|
|fitness|generic|Binky Moon, LLC|
|fit|generic|Registry Services, LLC|
|fi|country-code|Finnish Transport and Communications Agency Traficom|
|fj|country-code|"The University of the South Pacific|
|fk|country-code|Falkland Islands Government|
|flickr|brand|Flickr, Inc.|
|flickr|brand|Yahoo! (Flickr)|
|flights|generic|Binky Moon, LLC|
|flir|brand|FLIR Systems, Inc.|
|flir|brand|FLIR Systems|
|florist|generic|Binky Moon, LLC|
|flowers|generic|XYZ.COM LLC|
|flsmidth|brand|FLSmidth|
|flsmidth|brand|Not assigned|
|fly|generic|Charleston Road Registry Inc.|
|fm|country-code|FSM Telecommunications Corporation|
|foodnetwork|generic|Not assigned|
|food|generic|Internet Naming Co.|
|football|generic|Binky Moon, LLC|
|foo|generic|Charleston Road Registry Inc.|
|ford|brand|Ford Motor Company|
|ford|brand|Ford|
|forex|generic|Dog Beach, LLC|
|forsale|generic|Dog Beach, LLC|
|forum|generic|Fegistry, LLC|
|foundation|generic|Public Interest Registry (PIR)|
|fox|brand|FOX Registry, LLC|
|fo|country-code|FO Council|
|free|generic|Amazon Registry Services, Inc.|
|fresenius|brand|Fresenius Immobilien-Verwaltungs-GmbH|
|frl|generic|FRLregistry B.V.|
|frogans|brand|OP3FT|
|frontdoor|generic|Not assigned|
|frontier|brand|Frontier Communications Corporation|
|frontier|brand|Frontier Communications|
|fr|country-code|Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.)|
|ftr|generic|Frontier Communications Corporation|
|fujitsu|brand|Fujitsu Limited|
|fujitsu|brand|Fujitsu|
|fujixerox|brand|Fuji Xerox|
|fujixerox|brand|Not assigned|
|fund|generic|Binky Moon, LLC|
|fun|generic|Radix Technologies Inc.|
|furniture|generic|Binky Moon, LLC|
|futbol|generic|Dog Beach, LLC|
|fyi|generic|Binky Moon, LLC|
|gallery|generic|Binky Moon, LLC|
|gallo|brand|E & J Gallo Winery|
|gallo|brand|Gallo Vineyards, Inc.|
|gallup|brand|Gallup, Inc.|
|gallup|brand|Gallup|
|gal|generic|Asociación puntoGAL|
|games|generic|Dog Beach, LLC|
|game|generic|XYZ.COM LLC|
|gap|brand|Gap|
|gap|brand|The Gap, Inc.|
|garden|generic|Registry Services, LLC|
|gay|generic|Registry Services, LLC|
|ga|country-code|Agence Nationale des Infrastructures Numériques et des Fréquences (ANINF)|
|gbiz|brand|Charleston Road Registry Inc.|
|gbiz|brand|Google|
|gb|country-code|Reserved Domain - IANA|
|gdn|generic|Joint Stock Company "Navigation-information systems"|
|gd|country-code|The National Telecommunications Regulatory Commission (NTRC)|
|gea|brand|GEA Group Aktiengesellschaft|
|gea|brand|GEA Group|
|genting|brand|Genting Group|
|genting|brand|Resorts World Inc. Pte. Ltd.|
|gent|generic|Easyhost bv|
|gen|pseudo-sld|custom|
|george|generic|Wal-Mart Stores, Inc.|
|ge|country-code|Caucasus Online LLC|
|gf|country-code|CANAL+ TELECOM|
|ggee|generic|GMO Internet, Inc.|
|gg|country-code|Island Networks Ltd.|
|gh|country-code|Network Computer Systems Limited|
|gifts|generic|Binky Moon, LLC|
|gift|generic|Uniregistry, Corp.|
|github|pseudo-sld|custom|
|gives|generic|Public Interest Registry (PIR)|
|giving|brand|Public Interest Registry (PIR)|
|giving|brand|Public Interest Registry|
|gi|country-code|Sapphire Networks|
|glade|generic|Not assigned|
|glass|generic|Binky Moon, LLC|
|gle|brand|Charleston Road Registry Inc.|
|gle|brand|Google|
|global|generic|Identity Digital Limited|
|globo|brand|Globo Comunicação e Participações S.A|
|globo|brand|Grupo Globo|
|gl|country-code|TELE Greenland A/S|
|gmail|brand|Charleston Road Registry Inc.|
|gmail|brand|Google (Gmail)|
|gmbh|generic|Binky Moon, LLC|
|gmo|brand|GMO Internet, Inc.|
|gmo|brand|GMO Internet|
|gmx|brand|1&1 Mail & Media GmbH|
|gmx|brand|1&1 Mail & Media (GMX, Global Message Exchange)|
|gm|country-code|GM-NIC|
|gn|country-code|Centre National des Sciences Halieutiques de Boussoura|
|godaddy|brand|Go Daddy East, LLC|
|godaddy|brand|Go Daddy|
|goldpoint|brand|YODOBASHI CAMERA CO.,LTD.|
|goldpoint|brand|Yodobashi Camera|
|gold|generic|Binky Moon, LLC|
|golf|generic|Binky Moon, LLC|
|goodhands|generic|Not assigned|
|goodyear|brand|Goodyear Tire and Rubber Company|
|goodyear|brand|The Goodyear Tire & Rubber Company|
|google|brand|Charleston Road Registry Inc.|
|google|brand|Google|
|goog|brand|Charleston Road Registry Inc.|
|goog|brand|Google|
|goo|generic|Not assigned|
|gop|generic|Republican State Leadership Committee, Inc.|
|got|generic|Jolly Host, LLC|
|govt|pseudo-sld|custom|
|gov|original|U.S. national and state government agencies|Cybersecurity and Infrastructure Security Agency (via Verisign)|
|gov|pseudo-sld|custom|
|gov|sponsored|Cybersecurity and Infrastructure Security Agency|
|go|pseudo-sld|custom|
|gp|country-code|Networking Technologies Group|
|gq|country-code|GETESA|
|grainger|brand|Grainger Registry Services, LLC|
|graphics|generic|Binky Moon, LLC|
|gratis|generic|Binky Moon, LLC|
|green|generic|Identity Digital Limited|
|gripe|generic|Binky Moon, LLC|
|grocery|generic|Wal-Mart Stores, Inc.|
|group|generic|Binky Moon, LLC|
|gr|country-code|ICS-FORTH GR|
|gs|country-code|Government of South Georgia and South Sandwich Islands (GSGSSI)|
|gt|country-code|Universidad del Valle de Guatemala|
|guardian|brand|Guardian Life Insurance Company of America|
|guardian|brand|Not assigned|
|gucci|brand|Guccio Gucci S.p.a.|
|gucci|brand|Gucci|
|guge|generic|Charleston Road Registry Inc.|
|guide|generic|Binky Moon, LLC|
|guitars|generic|XYZ.COM LLC|
|guru|generic|Binky Moon, LLC|
|gu|country-code|University of Guam|
|gw|country-code|Autoridade Reguladora Nacional - Tecnologias de Informação e Comunicação da Guiné-Bissau|
|gy|country-code|University of Guyana|
|hair|generic|XYZ.COM LLC|
|hamburg|generic|Hamburg Top-Level-Domain GmbH|
|hangout|generic|Charleston Road Registry Inc.|
|haus|generic|Dog Beach, LLC|
|hbo|brand|HBO Registry Services, Inc.|
|hbo|brand|HBO|
|hdfcbank|brand|HDFC Bank Limited|
|hdfcbank|brand|HDFC Bank|
|hdfc|brand|HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED|
|hdfc|brand|Housing Development Finance Corporation|
|healthcare|generic|Binky Moon, LLC|
|health|generic|Registry Services, LLC|
|help|generic|Innovation Service Ltd|
|helsinki|generic|City of Helsinki|
|here|generic|Charleston Road Registry Inc.|
|hermes|brand|Hermes International|
|hermes|brand|Hermès|
|hgtv|generic|Not assigned|
|hiphop|generic|Dot Hip Hop, LLC|
|hisamitsu|brand|Hisamitsu Pharmaceutical Co.,Inc.|
|hisamitsu|brand|Hisamitsu Pharmaceutical|
|hitachi|brand|Hitachi, Ltd.|
|hitachi|brand|Hitachi|
|hiv|generic|Internet Naming Co.|
|hkt|brand|Hong Kong Telecom|
|hkt|brand|PCCW-HKT DataCom Services Limited|
|hk|country-code|Hong Kong Internet Registration Corporation Ltd.|
|hm|country-code|HM Domain Registry|
|hn|country-code|Red de Desarrollo Sostenible Honduras|
|hockey|generic|Binky Moon, LLC|
|holdings|generic|Binky Moon, LLC|
|holiday|generic|Binky Moon, LLC|
|homedepot|generic|Home Depot Product Authority, LLC|
|homegoods|brand|HomeGoods (The TJX Companies, Inc.)|
|homegoods|brand|The TJX Companies, Inc.|
|homesense|brand|HomeSense (The TJX Companies, Inc.)|
|homesense|brand|The TJX Companies, Inc.|
|homes|generic|XYZ.COM LLC|
|honda|brand|Honda Motor Co., Ltd.|
|honda|brand|Honda|
|honeywell|brand|Honeywell|
|honeywell|brand|Not assigned|
|horse|generic|Registry Services, LLC|
|hospital|generic|Binky Moon, LLC|
|hosting|generic|XYZ.COM LLC|
|host|generic|Radix Technologies Inc.|
|hoteles|generic|Not assigned|
|hotels|generic|Booking.com B.V.|
|hotmail|brand|Microsoft Corporation|
|hotmail|brand|Microsoft (Hotmail)|
|hot|generic|Amazon Registry Services, Inc.|
|house|generic|Binky Moon, LLC|
|how|generic|Charleston Road Registry Inc.|
|hr|country-code|CARNet - Croatian Academic and Research Network|
|hsbc|brand|HSBC Global Services (UK) Limited|
|hsbc|brand|HSBC|
|htc|generic|Not assigned|
|ht|country-code|Consortium FDS/RDDH|
|hughes|brand|Hughes Network Systems|
|hughes|brand|Hughes Satellite Systems Corporation|
|hu|country-code|Council of Hungarian Internet Providers (CHIP)|
|hyatt|brand|Hyatt GTLD, L.L.C.|
|hyatt|brand|Hyatt|
|hyundai|brand|Hyundai Motor Company|
|ibm|brand|IBM|
|ibm|brand|International Business Machines Corporation|
|icbc|generic|Industrial and Commercial Bank of China Limited|
|ice|brand|Intercontinental Exchange|
|ice|brand|IntercontinentalExchange, Inc.|
|icu|generic|Shortdot SA|
|id|country-code|Perkumpulan Pengelola Nama Domain Internet Indonesia (PANDI)|
|id|pseudo-sld|custom|
|ieee|brand|IEEE Global LLC|
|ieee|brand|Institute of Electrical & Electronics Engineers|
|ie|country-code|University College Dublin, Computing Services, Computer Centre|
|ifm|brand|ifm electronic gmbh|
|iinet|generic|Not assigned|
|ikano|brand|Ikano S.A.|
|ikano|brand|Ikano|
|il|country-code|The Israel Internet Association (RA)|
|imamat|generic|Fondation Aga Khan (Aga Khan Foundation)|
|imdb|brand|Amazon Registry Services, Inc.|
|imdb|brand|Amazon (IMDb)|
|immobilien|generic|Dog Beach, LLC|
|immo|generic|Binky Moon, LLC|
|im|country-code|Isle of Man Government|
|inc|generic|Intercap Registry Inc.|
|industries|generic|Binky Moon, LLC|
|ind|pseudo-sld|custom|
|infiniti|brand|NISSAN MOTOR CO., LTD.|
|infiniti|brand|Nissan (Infiniti)|
|info|generic|Identity Digital Limited|
|info|pseudo-sld|custom|
|inf|pseudo-sld|custom|
|ing|generic|Charleston Road Registry Inc.|
|ink|generic|Registry Services, LLC|
|institute|generic|Binky Moon, LLC|
|insurance|generic|fTLD Registry Services LLC|
|insure|generic|Binky Moon, LLC|
|intel|brand|Intel|
|intel|brand|Not assigned|
|international|generic|Binky Moon, LLC|
|intuit|brand|Intuit Administrative Services, Inc.|
|intuit|brand|Intuit|
|int|original|International|Internet Assigned Numbers Authority|
|int|sponsored|Internet Assigned Numbers Authority|
|investments|generic|Binky Moon, LLC|
|in|country-code|National Internet Exchange of India|
|io|country-code|Internet Computer Bureau Limited|
|ipiranga|brand|Ipiranga Produtos de Petroleo S.A.|
|ipiranga|brand|Ipiranga|
|iq|country-code|Communications and Media Commission (CMC)|
|irish|generic|Binky Moon, LLC|
|ir|country-code|Institute for Research in Fundamental Sciences|
|iselect|brand|Not assigned|
|iselect|brand|iSelect|
|ismaili|generic|Fondation Aga Khan (Aga Khan Foundation)|
|istanbul|generic|Istanbul Metropolitan Municipality|
|ist|generic|Istanbul Metropolitan Municipality|
|is|country-code|ISNIC - Internet á Íslandi hf.|
|itau|brand|Itau Unibanco Holding S.A.|
|itau|brand|Itaú Unibanco|
|itv|brand|ITV Services Limited|
|itv|brand|ITV|
|it|country-code|IIT - CNR|
|iveco|brand|CNH Industrial (Iveco)|
|iveco|brand|Not assigned|
|iwc|generic|Not assigned|
|jaguar|brand|Jaguar Land Rover Ltd|
|jaguar|brand|Jaguar Land Rover|
|java|brand|Oracle Corporation|
|java|brand|Oracle (Java)|
|jcb|brand|JCB Co., Ltd.|
|jcb|brand|JCB|
|jcp|brand|JCP Media|
|jcp|brand|Not assigned|
|jeep|brand|Chrysler (Jeep)|
|jeep|brand|FCA US LLC.|
|jetzt|generic|Binky Moon, LLC|
|jewelry|generic|Binky Moon, LLC|
|je|country-code|Island Networks (Jersey) Ltd.|
|jio|brand|Reliance Industries Limited|
|jio|brand|Reliance Industries (Jio)|
|jlc|generic|Not assigned|
|jll|generic|Jones Lang LaSalle Incorporated|
|jmp|generic|Matrix IP LLC|
|jm|country-code|University of West Indies|
|jnj|generic|Johnson & Johnson Services, Inc.|
|jobs|sponsored|Employ Media LLC|
|joburg|generic|ZA Central Registry NPC trading as ZA Central Registry|
|jot|generic|Jolly Host, LLC|
|joy|generic|Amazon Registry Services, Inc.|
|jo|country-code|Ministry of Digital Economy and Entrepreneurship (MoDEE)|
|jpmorgan|brand|JPMorgan Chase Bank, National Association|
|jpmorgan|brand|JPMorgan Chase|
|jprs|generic|Japan Registry Services Co., Ltd.|
|jp|country-code|Japan Registry Services Co., Ltd.|
|juegos|generic|Dog Beach, LLC|
|juniper|brand|JUNIPER NETWORKS, INC.|
|juniper|brand|Juniper Networks|
|kaufen|generic|Dog Beach, LLC|
|kddi|brand|KDDI CORPORATION|
|kddi|brand|KDDI|
|kerryhotels|brand|Kerry Trading Co. Limited|
|kerrylogistics|generic|Not assigned|
|kerryproperties|brand|Kerry Trading Co. Limited|
|ke|country-code|Kenya Network Information Center (KeNIC)|
|kfh|brand|Kuwait Finance House|
|kg|country-code|AsiaInfo Telecommunication Enterprise|
|kh|country-code|Telecommunication Regulator of Cambodia (TRC)|
|kia|brand|KIA MOTORS CORPORATION|
|kia|brand|Kia Motors Corporation|
|kids|generic|DotKids Foundation Limited|
|kim|generic|Identity Digital Limited|
|kinder|brand|Ferrero (Kinder Surprise)|
|kinder|brand|Not assigned|
|kindle|brand|Amazon Registry Services, Inc.|
|kindle|brand|Amazon (Kindle)|
|kitchen|generic|Binky Moon, LLC|
|kiwi|generic|DOT KIWI LIMITED|
|ki|country-code|Ministry of Information, Communications and Transport (MICT)|
|km|country-code|Comores Telecom|
|kn|country-code|Ministry of Finance, Sustainable Development Information & Technology|
|koeln|generic|dotKoeln GmbH|
|komatsu|brand|Komatsu Ltd.|
|komatsu|brand|Komatsu|
|kosher|generic|Kosher Marketing Assets LLC|
|kpmg|brand|KPMG International Cooperative (KPMG International Genossenschaft)|
|kpmg|brand|KPMG|
|kpn|generic|Koninklijke KPN N.V.|
|kp|country-code|Star Joint Venture Company|
|krd|generic|KRG Department of Information Technology|
|kred|brand|KredTLD Pty Ltd|
|kred|brand|KredTLD|
|kr|country-code|Korea Internet & Security Agency (KISA)|
|kuokgroup|brand|Kerry Trading Co. Limited|
|kw|country-code|Communications and Information Technology Regulatory Authority|
|kyoto|generic|Academic Institution: Kyoto Jyoho Gakuen|
|ky|country-code|Utility Regulation and Competition Office (OfReg)|
|kz|country-code|Association of IT Companies of Kazakhstan|
|lacaixa|brand|Caixa d’Estalvis i Pensions de Barcelona|
|lacaixa|brand|Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona, "la Caixa"|
|ladbrokes|brand|Ladbrokes|
|ladbrokes|brand|Not assigned|
|lamborghini|brand|Automobili Lamborghini S.p.A.|
|lamborghini|brand|Lamborghini|
|lamer|generic|The Estée Lauder Companies Inc.|
|lancaster|brand|Lancaster (Coty)|
|lancaster|brand|Not assigned|
|lancia|brand|Not assigned|
|lancia|brand|Stellantis (Lancia)|
|lancome|brand|L'Oréal (Lancôme)|
|lancome|brand|Not assigned|
|landrover|brand|Jaguar Land Rover Ltd|
|landrover|brand|Jaguar Land Rover|
|land|generic|Binky Moon, LLC|
|lanxess|brand|LANXESS Corporation|
|lanxess|brand|Lanxess|
|lasalle|brand|JLL|
|lasalle|brand|Jones Lang LaSalle Incorporated|
|latino|generic|Dish DBS Corporation|
|latrobe|brand|La Trobe University|
|lat|generic|XYZ.COM LLC|
|lawyer|generic|Dog Beach, LLC|
|law|generic|Registry Services, LLC|
|la|country-code|Lao National Internet Center (LANIC), Ministry of Technology and Communications|
|lb|country-code|Internet Society Lebanon|
|lc|country-code|University of Puerto Rico|
|lds|brand|IRI Domain Management, LLC|
|lds|brand|The Church of Jesus Christ of Latter-day Saints (LDS Church)[124]|
|lease|generic|Binky Moon, LLC|
|leclerc|brand|A.C.D. LEC Association des Centres Distributeurs Edouard Leclerc|
|leclerc|brand|E.Leclerc|
|lefrak|generic|LeFrak Organization, Inc.|
|legal|generic|Binky Moon, LLC|
|lego|brand|LEGO Juris A/S|
|lego|brand|Lego Group|
|lexus|brand|TOYOTA MOTOR CORPORATION|
|lexus|brand|Toyota (Lexus)|
|lgbt|generic|Identity Digital Limited|
|lg|pseudo-sld|custom|
|liaison|brand|Liaison Technologies|
|liaison|brand|Not assigned|
|lidl|brand|Lidl|
|lidl|brand|Schwarz Domains und Services GmbH & Co. KG|
|lifeinsurance|generic|American Council of Life Insurers|
|lifestyle|brand|Internet Naming Co.|
|lifestyle|brand|Lifestyle Domain Holdings, Inc.|
|life|generic|Binky Moon, LLC|
|lighting|generic|Binky Moon, LLC|
|like|generic|Amazon Registry Services, Inc.|
|lilly|brand|Eli Lilly and Company|
|limited|generic|Binky Moon, LLC|
|limo|generic|Binky Moon, LLC|
|lincoln|brand|Ford Motor Company|
|lincoln|brand|Ford (Lincoln)|
|linde|brand|Linde|
|linde|brand|Not assigned|
|link|generic|Nova Registry Ltd.|
|lipsy|brand|Lipsy Ltd|
|lipsy|brand|Not assigned|
|live|generic|Dog Beach, LLC|
|living|generic|Internet Naming Co.|
|lixil|brand|Lixil Group|
|lixil|brand|Not assigned|
|li|country-code|SWITCH The Swiss Education & Research Network|
|lk|country-code|"Council for Information Technology|
|llc|generic|Identity Digital Limited|
|llp|generic|Intercap Registry Inc.|
|loans|generic|Binky Moon, LLC|
|loan|generic|dot Loan Limited|
|locker|generic|Orange Domains LLC|
|locus|brand|Locus Analytics LLC|
|locus|brand|Locus Analytics|
|loft|generic|Not assigned|
|lol|generic|XYZ.COM LLC|
|london|generic|Dot London Domains Limited|
|lotte|brand|Lotte Holdings Co., Ltd.|
|lotte|brand|Lotte Holdings|
|lotto|generic|Identity Digital Limited|
|love|generic|Waterford Limited|
|lplfinancial|brand|LPL Financial|
|lplfinancial|brand|LPL Holdings, Inc.|
|lpl|brand|LPL Financial|
|lpl|brand|LPL Holdings, Inc.|
|lr|country-code|Data Technology Solutions, Inc.|
|ls|country-code|Lesotho Network Information Centre Proprietary (LSNIC)|
|ltda|generic|InterNetX Corp.|
|ltd|generic|Binky Moon, LLC|
|ltd|pseudo-sld|custom|
|lt|country-code|Kaunas University of Technology|
|lundbeck|brand|H. Lundbeck A/S|
|lundbeck|brand|Lundbeck|
|lupin|brand|Lupin Limited|
|lupin|brand|Not assigned|
|luxe|generic|Registry Services, LLC|
|luxury|generic|Luxury Partners LLC|
|lu|country-code|RESTENA|
|lv|country-code|University of Latvia, Institute of Mathematics and Computer Science, Department of Network Solutions (DNS)|
|ly|country-code|General Authority of Communications and Informatics (GACI)|
|macys|brand|Macy's|
|macys|brand|Not assigned|
|madrid|generic|Comunidad de Madrid|
|maif|brand|MAIF|
|maif|brand|Mutuelle Assurance Instituteur France (MAIF)|
|maison|generic|Binky Moon, LLC|
|makeup|generic|XYZ.COM LLC|
|management|generic|Binky Moon, LLC|
|mango|brand|Mango|
|mango|brand|PUNTO FA S.L.|
|man|brand|MAN Truck & Bus SE|
|man|brand|MAN|
|map|generic|Charleston Road Registry Inc.|
|marketing|generic|Binky Moon, LLC|
|markets|generic|Dog Beach, LLC|
|market|generic|Dog Beach, LLC|
|marriott|brand|Marriott International|
|marriott|brand|Marriott Worldwide Corporation|
|marshalls|generic|The TJX Companies, Inc.|
|maserati|brand|Not assigned|
|maserati|brand|Stellantis (Maserati)|
|mattel|brand|Mattel IT Services, Inc.|
|mattel|brand|Mattel|
|ma|country-code|Agence Nationale de Réglementation des Télécommunications (ANRT)|
|mba|generic|Binky Moon, LLC|
|mcdonalds|generic|Not assigned|
|mcd|generic|Not assigned|
|mckinsey|brand|McKinsey & Company|
|mckinsey|brand|McKinsey Holdings, Inc.|
|mc|country-code|Direction des Plateformes et des Ressources Numériques|
|md|country-code|IP Serviciul Tehnologia Informatiei si Securitate Cibernetica|
|media|generic|Binky Moon, LLC|
|med|generic|Medistry LLC|
|meet|generic|Charleston Road Registry Inc.|
|melbourne|generic|The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation|
|meme|generic|Charleston Road Registry Inc.|
|memorial|generic|Dog Beach, LLC|
|menu|generic|Dot Menu Registry LLC|
|men|generic|Exclusive Registry Limited|
|meo|generic|Not assigned|
|merckmsd|generic|MSD Registry Holdings, Inc.|
|merck|generic|Merck Registry Holdings, Inc.|
|metlife|brand|MetLife|
|metlife|brand|Not assigned|
|me|country-code|Government of Montenegro|
|mf|country-code|Not assigned|
|mg|country-code|NIC-MG (Network Information Center Madagascar)|
|mh|country-code|Office of the Cabinet|
|miami|generic|Registry Services, LLC|
|microsoft|brand|Microsoft Corporation|
|microsoft|brand|Microsoft|
|mil|original|U.S. military|United States Department of Defense|
|mil|pseudo-sld|custom|
|mil|sponsored|DoD Network Information Center|
|mini|brand|BMW (Mini)|
|mini|brand|Bayerische Motoren Werke Aktiengesellschaft|
|mint|brand|Intuit Administrative Services, Inc.|
|mint|brand|Intuit Mint (Intuit Administrative Services, Inc.)|
|mitsubishi|brand|Mitsubishi Corporation|
|mit|brand|Massachusetts Institute of Technology|
|mk|country-code|Macedonian Academic Research Network Skopje|
|mlb|brand|MLB Advanced Media DH, LLC|
